Geschlecht;Groesse;Alter;Gewicht;Betaetigung;Einordnung
m;179;72;93;keinSport;Normalgewicht
m;174;26;60;Ausdauersport;Untergewicht
m;173;56;86;keinSport;Normalgewicht
w;157;58;63;keinSport;Normalgewicht
m;183;57;86;keinSport;Normalgewicht
m;195;53;125;keinSport;Uebergewicht
m;171;60;65;keinSport;Untergewicht
w;172;29;95;Kraftsport;Normalgewicht
m;177;30;113;Kraftsport;Uebergewicht
m;185;76;103;keinSport;Uebergewicht
w;171;57;74;keinSport;Normalgewicht
m;175;31;101;keinSport;Uebergewicht
w;171;67;85;Ausdauersport;Normalgewicht
w;169;72;75;keinSport;Normalgewicht
w;161;61;66;keinSport;Normalgewicht
m;175;54;82;keinSport;Normalgewicht
m;176;37;50;keinSport;Untergewicht
m;176;50;91;Kraftsport;Normalgewicht
w;163;55;68;keinSport;Normalgewicht
w;171;74;75;Kraftsport;Normalgewicht
m;161;66;88;keinSport;Uebergewicht
m;181;59;120;keinSport;Uebergewicht
w;163;80;60;Ausdauersport;Untergewicht
w;188;32;94;keinSport;Uebergewicht
m;187;44;112;Ausdauersport;Uebergewicht
m;177;56;82;Ausdauersport;Normalgewicht
m;161;83;112;keinSport;Uebergewicht
m;191;40;61;keinSport;Untergewicht
m;157;76;93;Kraftsport;Uebergewicht
m;166;57;89;keinSport;Uebergewicht
m;173;46;139;Kraftsport;Uebergewicht
m;189;67;102;keinSport;Normalgewicht
w;163;31;89;keinSport;Uebergewicht
w;173;31;82;keinSport;Uebergewicht
w;165;46;61;keinSport;Normalgewicht
w;166;31;61;keinSport;Normalgewicht
w;159;73;69;Ausdauersport;Normalgewicht
m;183;39;92;Ausdauersport;Normalgewicht
m;193;24;80;keinSport;Normalgewicht
m;173;39;75;keinSport;Normalgewicht
w;157;63;112;Kraftsport;Uebergewicht
w;157;39;86;keinSport;Uebergewicht
w;159;19;58;keinSport;Normalgewicht
m;178;45;82;keinSport;Normalgewicht
m;173;24;78;Ausdauersport;Normalgewicht
w;160;26;73;Kraftsport;Uebergewicht
m;175;27;57;keinSport;Untergewicht
w;171;61;61;keinSport;Untergewicht
w;168;49;105;Kraftsport;Uebergewicht
m;174;56;73;Kraftsport;Normalgewicht
w;173;84;81;Kraftsport;Normalgewicht
m;188;63;92;keinSport;Normalgewicht
m;172;52;76;keinSport;Normalgewicht
m;189;43;98;Kraftsport;Normalgewicht
w;172;67;103;Kraftsport;Uebergewicht
m;183;57;118;keinSport;Uebergewicht
m;165;52;94;Kraftsport;Uebergewicht
m;179;25;127;keinSport;Uebergewicht
w;168;60;81;keinSport;Uebergewicht
m;177;49;65;Ausdauersport;Untergewicht
m;187;65;133;Kraftsport;Uebergewicht
m;171;20;84;keinSport;Uebergewicht
w;163;22;73;keinSport;Uebergewicht
w;172;34;126;keinSport;Uebergewicht
m;162;68;63;Ausdauersport;Normalgewicht
m;170;20;100;Ausdauersport;Uebergewicht
w;164;64;76;keinSport;Uebergewicht
m;190;54;116;keinSport;Uebergewicht
w;166;46;96;Kraftsport;Uebergewicht
w;170;45;157;keinSport;Uebergewicht
m;164;58;138;keinSport;Uebergewicht
m;170;51;99;keinSport;Uebergewicht
m;183;51;58;keinSport;Untergewicht
m;181;53;101;Ausdauersport;Uebergewicht
w;170;25;65;keinSport;Normalgewicht
w;169;32;67;keinSport;Normalgewicht
m;183;45;77;keinSport;Untergewicht
m;175;39;68;Ausdauersport;Normalgewicht
m;180;66;56;keinSport;Untergewicht
m;174;53;101;keinSport;Uebergewicht
w;155;24;87;keinSport;Uebergewicht
w;172;51;119;keinSport;Uebergewicht
m;173;33;72;keinSport;Normalgewicht
w;156;22;53;keinSport;Normalgewicht
w;165;31;61;keinSport;Normalgewicht
w;167;25;87;keinSport;Uebergewicht
w;168;34;108;Ausdauersport;Uebergewicht
w;167;39;67;Kraftsport;Normalgewicht
w;167;44;86;keinSport;Uebergewicht
w;171;31;54;Kraftsport;Normalgewicht
w;170;32;83;Ausdauersport;Normalgewicht
m;185;62;116;keinSport;Uebergewicht
m;179;36;110;keinSport;Uebergewicht
m;179;38;86;keinSport;Normalgewicht
w;170;44;103;Ausdauersport;Uebergewicht
m;165;29;145;keinSport;Uebergewicht
m;184;57;86;keinSport;Normalgewicht
m;173;43;165;keinSport;Uebergewicht
w;161;46;90;keinSport;Uebergewicht
w;163;51;79;Kraftsport;Uebergewicht
m;205;18;114;Ausdauersport;Normalgewicht
m;182;37;146;keinSport;Uebergewicht
m;181;58;179;keinSport;Uebergewicht
w;165;33;129;Ausdauersport;Uebergewicht
m;172;56;72;Ausdauersport;Normalgewicht
w;201;62;113;keinSport;Uebergewicht
w;164;33;75;keinSport;Uebergewicht
m;172;38;80;keinSport;Uebergewicht
w;167;64;59;keinSport;Untergewicht
m;175;80;61;Kraftsport;Untergewicht
w;162;28;139;keinSport;Uebergewicht
m;176;50;75;Ausdauersport;Normalgewicht
m;172;22;69;keinSport;Normalgewicht
m;173;27;77;keinSport;Normalgewicht
w;160;31;63;keinSport;Normalgewicht
m;198;28;82;keinSport;Normalgewicht
m;180;71;79;Ausdauersport;Untergewicht
m;172;48;91;Ausdauersport;Uebergewicht
w;161;58;148;Kraftsport;Uebergewicht
w;165;47;95;keinSport;Uebergewicht
m;176;43;72;keinSport;Normalgewicht
m;179;41;83;Kraftsport;Normalgewicht
m;182;68;148;keinSport;Uebergewicht
m;183;22;154;keinSport;Uebergewicht
w;171;40;76;keinSport;Uebergewicht
w;174;72;123;Kraftsport;Uebergewicht
w;157;21;76;keinSport;Uebergewicht
m;175;20;62;keinSport;Normalgewicht
w;158;59;96;Ausdauersport;Uebergewicht
w;171;53;68;Ausdauersport;Normalgewicht
m;174;52;129;Kraftsport;Uebergewicht
m;170;21;118;keinSport;Uebergewicht
m;164;80;93;Kraftsport;Uebergewicht
m;175;50;56;keinSport;Untergewicht
w;177;49;113;Kraftsport;Uebergewicht
w;164;69;82;Ausdauersport;Uebergewicht
m;183;85;94;Kraftsport;Normalgewicht
m;178;30;93;keinSport;Uebergewicht
w;166;21;77;Ausdauersport;Normalgewicht
w;183;60;108;keinSport;Uebergewicht
m;174;47;74;Ausdauersport;Normalgewicht
m;163;29;82;Kraftsport;Normalgewicht
m;182;36;91;keinSport;Uebergewicht
w;170;51;65;Ausdauersport;Normalgewicht
w;158;44;72;keinSport;Uebergewicht
m;176;55;99;Kraftsport;Normalgewicht
m;172;61;107;Ausdauersport;Uebergewicht
m;164;43;53;keinSport;Untergewicht
m;177;22;87;Kraftsport;Normalgewicht
w;165;50;88;keinSport;Uebergewicht
m;177;54;147;keinSport;Uebergewicht
m;165;68;104;keinSport;Uebergewicht
w;171;59;112;Kraftsport;Uebergewicht
m;174;18;77;keinSport;Uebergewicht
m;179;27;64;keinSport;Untergewicht
w;162;54;101;keinSport;Uebergewicht
m;178;60;102;Ausdauersport;Uebergewicht
m;179;57;68;Kraftsport;Untergewicht
m;179;51;90;Kraftsport;Normalgewicht
w;160;44;96;Ausdauersport;Uebergewicht
w;162;57;80;keinSport;Uebergewicht
w;163;55;97;keinSport;Uebergewicht
w;167;19;76;Ausdauersport;Normalgewicht
m;172;61;71;keinSport;Normalgewicht
w;171;30;62;Ausdauersport;Normalgewicht
m;173;54;127;Ausdauersport;Uebergewicht
w;163;28;108;Kraftsport;Uebergewicht
m;170;65;124;Kraftsport;Uebergewicht
m;174;52;104;Kraftsport;Uebergewicht
w;170;40;116;Kraftsport;Uebergewicht
w;164;83;59;keinSport;Untergewicht
m;176;66;71;Ausdauersport;Untergewicht
m;185;29;94;keinSport;Uebergewicht
m;180;25;150;Kraftsport;Uebergewicht
m;182;43;89;Ausdauersport;Normalgewicht
m;162;83;85;keinSport;Uebergewicht
m;177;47;127;Ausdauersport;Uebergewicht
m;178;41;78;keinSport;Normalgewicht
w;174;45;164;Kraftsport;Uebergewicht
m;166;31;148;keinSport;Uebergewicht
m;182;27;61;keinSport;Untergewicht
m;171;60;81;keinSport;Normalgewicht
m;173;43;82;Ausdauersport;Normalgewicht
m;175;58;119;keinSport;Uebergewicht
w;162;57;64;Kraftsport;Normalgewicht
w;158;39;142;keinSport;Uebergewicht
w;173;61;94;keinSport;Uebergewicht
m;178;34;101;Ausdauersport;Uebergewicht
w;172;45;82;keinSport;Uebergewicht
w;167;19;92;keinSport;Uebergewicht
w;171;45;85;Ausdauersport;Normalgewicht
w;171;45;105;keinSport;Uebergewicht
m;178;40;68;keinSport;Untergewicht
w;176;47;69;keinSport;Normalgewicht
w;163;54;69;keinSport;Normalgewicht
m;176;38;72;keinSport;Normalgewicht
m;174;43;91;keinSport;Uebergewicht
m;173;33;156;keinSport;Uebergewicht
w;168;93;84;Ausdauersport;Normalgewicht
w;172;56;99;keinSport;Uebergewicht
w;165;25;83;keinSport;Uebergewicht
w;162;60;53;keinSport;Untergewicht
w;168;41;151;keinSport;Uebergewicht
m;174;49;105;keinSport;Uebergewicht
w;156;20;132;keinSport;Uebergewicht
w;161;50;83;keinSport;Uebergewicht
w;168;54;97;keinSport;Uebergewicht
w;155;71;86;Kraftsport;Uebergewicht
w;164;62;106;Kraftsport;Uebergewicht
w;165;52;98;keinSport;Uebergewicht
w;161;40;55;Ausdauersport;Normalgewicht
w;167;66;106;Kraftsport;Uebergewicht
w;167;30;90;keinSport;Uebergewicht
w;166;79;50;keinSport;Untergewicht
w;167;45;73;keinSport;Normalgewicht
m;173;46;92;keinSport;Uebergewicht
m;170;32;71;Ausdauersport;Normalgewicht
m;175;44;78;keinSport;Normalgewicht
w;179;48;109;keinSport;Uebergewicht
w;157;57;74;Ausdauersport;Uebergewicht
w;157;53;65;keinSport;Normalgewicht
m;180;46;117;keinSport;Uebergewicht
w;166;28;50;keinSport;Untergewicht
m;174;40;74;Ausdauersport;Normalgewicht
m;168;28;79;keinSport;Uebergewicht
m;175;41;97;keinSport;Uebergewicht
w;160;37;82;keinSport;Uebergewicht
w;167;45;104;Kraftsport;Uebergewicht
w;169;44;71;keinSport;Normalgewicht
m;159;36;84;Kraftsport;Uebergewicht
w;169;36;83;keinSport;Uebergewicht
w;158;48;71;keinSport;Uebergewicht
m;182;60;100;keinSport;Uebergewicht
m;174;63;99;Kraftsport;Normalgewicht
w;162;52;90;keinSport;Uebergewicht
w;185;51;74;keinSport;Untergewicht
w;179;48;102;Kraftsport;Uebergewicht
w;158;50;94;keinSport;Uebergewicht
m;184;42;86;keinSport;Normalgewicht
m;168;46;82;keinSport;Uebergewicht
w;164;35;132;keinSport;Uebergewicht
m;180;37;69;Kraftsport;Untergewicht
w;172;62;73;Kraftsport;Normalgewicht
m;164;61;99;Ausdauersport;Uebergewicht
w;154;22;78;keinSport;Uebergewicht
m;165;53;155;keinSport;Uebergewicht
w;163;52;99;Ausdauersport;Uebergewicht
m;192;49;169;keinSport;Uebergewicht
w;161;47;100;keinSport;Uebergewicht
w;156;44;94;Kraftsport;Uebergewicht
w;156;29;78;Kraftsport;Uebergewicht
w;159;56;70;keinSport;Normalgewicht
w;165;51;106;keinSport;Uebergewicht
w;168;60;109;Kraftsport;Uebergewicht
m;185;42;84;Ausdauersport;Normalgewicht
m;165;78;132;keinSport;Uebergewicht
m;170;80;98;keinSport;Uebergewicht
m;183;54;161;Kraftsport;Uebergewicht
m;180;71;140;keinSport;Uebergewicht
w;162;76;81;keinSport;Uebergewicht
m;181;62;176;Ausdauersport;Uebergewicht
m;166;36;101;Kraftsport;Uebergewicht
m;179;37;79;keinSport;Normalgewicht
w;170;48;149;keinSport;Uebergewicht
m;171;72;101;keinSport;Uebergewicht
m;159;66;64;Kraftsport;Normalgewicht
m;186;28;87;Kraftsport;Normalgewicht
w;159;76;127;keinSport;Uebergewicht
m;174;74;74;keinSport;Untergewicht
w;170;59;66;keinSport;Untergewicht
m;182;47;136;keinSport;Uebergewicht
m;174;46;97;keinSport;Uebergewicht
m;163;45;85;Kraftsport;Uebergewicht
w;167;62;106;keinSport;Uebergewicht
w;167;27;81;Ausdauersport;Normalgewicht
w;156;46;56;keinSport;Normalgewicht
w;175;59;102;keinSport;Uebergewicht
w;165;53;82;Ausdauersport;Uebergewicht
m;181;74;58;keinSport;Untergewicht
m;173;55;63;Ausdauersport;Untergewicht
m;177;66;180;keinSport;Uebergewicht
m;186;57;105;Ausdauersport;Uebergewicht
m;173;49;95;Ausdauersport;Uebergewicht
w;163;32;103;keinSport;Uebergewicht
w;170;23;150;Kraftsport;Uebergewicht
m;171;51;107;Kraftsport;Uebergewicht
w;172;76;76;Ausdauersport;Normalgewicht
w;161;65;83;keinSport;Uebergewicht
w;162;21;91;Kraftsport;Uebergewicht
m;169;30;82;keinSport;Uebergewicht
m;182;25;69;keinSport;Untergewicht
w;169;45;74;keinSport;Normalgewicht
w;166;22;129;keinSport;Uebergewicht
w;161;62;110;keinSport;Uebergewicht
m;160;63;91;keinSport;Uebergewicht
m;189;55;79;Ausdauersport;Untergewicht
w;165;50;57;Kraftsport;Normalgewicht
w;179;70;150;keinSport;Uebergewicht
w;162;21;87;keinSport;Uebergewicht
w;164;72;97;keinSport;Uebergewicht
w;173;58;120;keinSport;Uebergewicht
w;159;75;97;keinSport;Uebergewicht
w;166;55;64;keinSport;Normalgewicht
w;164;43;67;Ausdauersport;Normalgewicht
w;164;25;83;keinSport;Uebergewicht
w;169;31;114;keinSport;Uebergewicht
w;179;63;120;Ausdauersport;Uebergewicht
w;166;31;81;Kraftsport;Uebergewicht
m;164;36;87;keinSport;Uebergewicht
m;193;18;125;Kraftsport;Uebergewicht
w;160;54;98;keinSport;Uebergewicht
w;178;28;99;keinSport;Uebergewicht
w;162;75;80;keinSport;Uebergewicht
m;167;35;48;Ausdauersport;Normalgewicht
m;172;45;104;Kraftsport;Uebergewicht
w;166;25;87;keinSport;Uebergewicht
w;159;35;68;keinSport;Uebergewicht
m;177;47;78;keinSport;Normalgewicht
m;190;53;104;keinSport;Uebergewicht
m;183;29;75;keinSport;Normalgewicht
m;163;19;53;Kraftsport;Untergewicht
w;159;64;91;Kraftsport;Uebergewicht
w;176;43;80;Kraftsport;Normalgewicht
w;168;48;109;Kraftsport;Uebergewicht
m;172;32;77;Kraftsport;Normalgewicht
m;189;28;85;Kraftsport;Normalgewicht
w;165;65;92;Kraftsport;Uebergewicht
m;170;75;84;Kraftsport;Normalgewicht
m;166;56;101;keinSport;Uebergewicht
w;176;38;91;Kraftsport;Normalgewicht
m;171;47;107;Kraftsport;Uebergewicht
w;160;52;66;keinSport;Normalgewicht
m;177;43;140;keinSport;Uebergewicht
w;162;50;55;Kraftsport;Normalgewicht
w;168;45;74;Kraftsport;Normalgewicht
w;170;80;152;Kraftsport;Uebergewicht
m;173;35;103;keinSport;Uebergewicht
m;188;54;101;keinSport;Uebergewicht
w;181;52;59;Ausdauersport;Untergewicht
m;186;33;76;Ausdauersport;Normalgewicht
w;156;44;60;keinSport;Normalgewicht
m;184;54;109;keinSport;Uebergewicht
m;182;21;147;keinSport;Uebergewicht
m;171;59;100;Ausdauersport;Uebergewicht
w;169;44;76;Kraftsport;Uebergewicht
w;167;47;91;Kraftsport;Uebergewicht
m;188;28;78;Ausdauersport;Normalgewicht
m;167;59;101;keinSport;Uebergewicht
m;178;25;84;keinSport;Uebergewicht
w;168;30;140;keinSport;Uebergewicht
m;177;48;108;keinSport;Uebergewicht
w;163;60;84;keinSport;Uebergewicht
m;176;81;62;Ausdauersport;Normalgewicht
w;161;63;150;keinSport;Uebergewicht
m;188;74;133;keinSport;Uebergewicht
m;179;59;71;keinSport;Untergewicht
w;159;45;86;keinSport;Uebergewicht
m;173;59;106;keinSport;Uebergewicht
m;180;51;115;Kraftsport;Uebergewicht
w;166;35;91;keinSport;Uebergewicht
w;168;53;60;keinSport;Untergewicht
m;172;21;59;keinSport;Untergewicht
w;170;50;64;Ausdauersport;Normalgewicht
w;161;59;129;keinSport;Uebergewicht
m;190;79;93;keinSport;Normalgewicht
w;161;31;88;Kraftsport;Uebergewicht
w;191;44;94;Kraftsport;Normalgewicht
w;186;59;133;Kraftsport;Uebergewicht
w;167;58;81;keinSport;Uebergewicht
m;166;71;96;Kraftsport;Uebergewicht
m;175;34;99;keinSport;Uebergewicht
m;181;26;164;Kraftsport;Uebergewicht
m;185;54;91;keinSport;Normalgewicht
w;165;47;101;keinSport;Uebergewicht
w;159;61;104;Kraftsport;Uebergewicht
m;182;27;58;Ausdauersport;Untergewicht
m;181;59;170;keinSport;Uebergewicht
w;163;48;85;keinSport;Uebergewicht
m;166;51;105;Kraftsport;Uebergewicht
w;159;27;107;Kraftsport;Uebergewicht
m;165;60;110;keinSport;Uebergewicht
w;168;50;100;keinSport;Uebergewicht
w;163;74;70;Kraftsport;Normalgewicht
w;186;76;106;Kraftsport;Normalgewicht
w;166;55;68;Ausdauersport;Normalgewicht
m;175;23;82;keinSport;Uebergewicht
m;161;55;148;keinSport;Uebergewicht
w;162;45;69;Ausdauersport;Normalgewicht
w;173;44;129;Kraftsport;Uebergewicht
m;168;25;85;keinSport;Uebergewicht
m;176;49;101;Ausdauersport;Uebergewicht
m;169;74;78;Kraftsport;Normalgewicht
w;177;58;115;Ausdauersport;Uebergewicht
m;163;27;80;Ausdauersport;Uebergewicht
m;179;22;56;Ausdauersport;Normalgewicht
m;176;43;70;keinSport;Normalgewicht
w;161;45;75;Kraftsport;Uebergewicht
w;161;46;62;keinSport;Normalgewicht
m;172;54;64;keinSport;Untergewicht
m;175;44;97;Ausdauersport;Uebergewicht
w;169;61;75;keinSport;Normalgewicht
w;167;32;145;keinSport;Uebergewicht
w;177;57;66;keinSport;Untergewicht
w;178;48;103;keinSport;Uebergewicht
w;164;61;156;Kraftsport;Uebergewicht
w;185;58;70;Kraftsport;Untergewicht
m;174;58;80;Kraftsport;Normalgewicht
m;176;35;114;keinSport;Uebergewicht
m;186;73;112;keinSport;Uebergewicht
w;170;22;66;keinSport;Normalgewicht
m;185;40;75;Kraftsport;Normalgewicht
w;165;25;82;Ausdauersport;Normalgewicht
w;162;22;78;Kraftsport;Normalgewicht
m;172;52;83;keinSport;Uebergewicht
w;162;48;67;keinSport;Normalgewicht
m;172;21;63;Kraftsport;Normalgewicht
w;166;70;108;Kraftsport;Uebergewicht
m;160;20;98;keinSport;Uebergewicht
w;164;66;102;keinSport;Uebergewicht
m;194;36;68;Kraftsport;Untergewicht
w;160;21;71;keinSport;Uebergewicht
m;202;34;89;keinSport;Normalgewicht
m;177;67;127;Kraftsport;Uebergewicht
w;155;39;69;Kraftsport;Normalgewicht
w;158;34;51;keinSport;Normalgewicht
w;165;70;64;Kraftsport;Normalgewicht
m;179;26;104;Ausdauersport;Uebergewicht
m;167;21;86;keinSport;Uebergewicht
m;179;23;73;Ausdauersport;Normalgewicht
w;171;76;103;keinSport;Uebergewicht
m;182;39;77;keinSport;Normalgewicht
w;178;22;72;keinSport;Normalgewicht
m;177;36;60;Kraftsport;Untergewicht
m;183;44;87;keinSport;Normalgewicht
w;161;27;82;keinSport;Uebergewicht
w;161;55;53;Ausdauersport;Normalgewicht
m;167;52;67;Kraftsport;Normalgewicht
m;181;33;108;Kraftsport;Uebergewicht
w;165;53;86;keinSport;Uebergewicht
w;172;79;94;Ausdauersport;Uebergewicht
m;177;57;84;keinSport;Normalgewicht
m;175;38;90;keinSport;Uebergewicht
w;157;44;75;keinSport;Uebergewicht
w;172;25;68;keinSport;Normalgewicht
m;162;31;80;Kraftsport;Normalgewicht
m;202;44;87;Kraftsport;Untergewicht
m;180;58;88;Ausdauersport;Normalgewicht
w;166;36;113;keinSport;Uebergewicht
w;158;53;59;keinSport;Normalgewicht
w;160;84;60;keinSport;Untergewicht
m;162;52;98;keinSport;Uebergewicht
m;163;77;102;keinSport;Uebergewicht
m;167;77;164;keinSport;Uebergewicht
m;165;31;107;keinSport;Uebergewicht
w;158;19;66;keinSport;Uebergewicht
m;190;54;108;Ausdauersport;Normalgewicht
w;154;31;103;keinSport;Uebergewicht
w;156;42;95;keinSport;Uebergewicht
w;159;71;146;keinSport;Uebergewicht
w;160;92;80;keinSport;Uebergewicht
w;167;47;85;Kraftsport;Normalgewicht
w;183;53;68;keinSport;Untergewicht
w;169;47;71;Ausdauersport;Normalgewicht
w;161;35;89;Kraftsport;Uebergewicht
w;164;55;158;keinSport;Uebergewicht
m;180;37;107;keinSport;Uebergewicht
m;171;86;120;keinSport;Uebergewicht
m;174;18;114;Kraftsport;Uebergewicht
w;162;38;100;keinSport;Uebergewicht
w;168;29;92;keinSport;Uebergewicht
m;183;46;107;Kraftsport;Normalgewicht
w;178;49;100;keinSport;Uebergewicht
m;183;38;78;Kraftsport;Normalgewicht
w;165;29;84;keinSport;Uebergewicht
w;182;29;66;Ausdauersport;Untergewicht
w;160;59;100;keinSport;Uebergewicht
w;161;65;139;keinSport;Uebergewicht
m;185;48;109;Kraftsport;Normalgewicht
w;160;19;94;keinSport;Uebergewicht
w;157;31;71;Kraftsport;Normalgewicht
w;161;59;64;keinSport;Normalgewicht
w;167;62;85;keinSport;Uebergewicht
m;185;76;87;keinSport;Normalgewicht
m;176;25;78;keinSport;Normalgewicht
w;170;26;101;keinSport;Uebergewicht
w;165;42;86;Ausdauersport;Uebergewicht
w;163;62;108;Ausdauersport;Uebergewicht
m;184;24;97;Ausdauersport;Normalgewicht
w;166;41;118;keinSport;Uebergewicht
m;182;75;104;keinSport;Uebergewicht
w;172;24;87;Ausdauersport;Uebergewicht
m;186;37;138;Kraftsport;Uebergewicht
w;169;30;107;keinSport;Uebergewicht
m;174;51;76;Ausdauersport;Normalgewicht
m;175;37;67;keinSport;Untergewicht
m;184;55;90;Kraftsport;Normalgewicht
w;160;36;82;keinSport;Uebergewicht
w;168;48;74;keinSport;Normalgewicht
w;165;34;51;Kraftsport;Normalgewicht
m;178;57;114;Kraftsport;Uebergewicht
m;172;44;102;Kraftsport;Uebergewicht
w;157;43;75;keinSport;Uebergewicht
m;167;73;97;keinSport;Uebergewicht
w;166;54;163;keinSport;Uebergewicht
w;166;49;154;keinSport;Uebergewicht
w;157;69;74;Kraftsport;Normalgewicht
m;185;28;93;keinSport;Uebergewicht
w;160;43;78;keinSport;Uebergewicht
m;170;33;55;keinSport;Untergewicht
w;154;49;73;Ausdauersport;Uebergewicht
w;167;37;101;Kraftsport;Uebergewicht
w;176;24;82;keinSport;Uebergewicht
w;156;21;69;keinSport;Uebergewicht
w;171;66;76;Kraftsport;Normalgewicht
w;167;61;162;Ausdauersport;Uebergewicht
m;194;29;91;keinSport;Normalgewicht
m;181;30;72;Kraftsport;Normalgewicht
m;175;87;78;keinSport;Normalgewicht
m;176;70;77;keinSport;Untergewicht
m;182;61;95;keinSport;Normalgewicht
m;186;27;87;Kraftsport;Normalgewicht
m;177;30;84;keinSport;Uebergewicht
m;171;61;74;keinSport;Normalgewicht
w;158;47;70;Ausdauersport;Normalgewicht
w;167;35;88;Ausdauersport;Uebergewicht
w;159;51;103;keinSport;Uebergewicht
m;177;37;125;Kraftsport;Uebergewicht
w;163;61;155;keinSport;Uebergewicht
m;177;59;127;keinSport;Uebergewicht
w;177;41;93;Ausdauersport;Normalgewicht
w;161;66;104;keinSport;Uebergewicht
w;161;37;89;Kraftsport;Uebergewicht
w;171;53;113;Kraftsport;Uebergewicht
m;179;50;90;keinSport;Uebergewicht
w;158;58;81;Ausdauersport;Uebergewicht
m;167;65;114;keinSport;Uebergewicht
w;163;53;96;keinSport;Uebergewicht
m;180;24;93;keinSport;Uebergewicht
w;157;19;43;Ausdauersport;Untergewicht
m;183;50;58;keinSport;Untergewicht
w;183;66;64;Ausdauersport;Normalgewicht
w;159;62;90;keinSport;Uebergewicht
w;186;42;70;Ausdauersport;Normalgewicht
w;169;31;77;keinSport;Uebergewicht
w;165;54;102;Kraftsport;Uebergewicht
w;162;30;99;keinSport;Uebergewicht
w;160;49;73;keinSport;Uebergewicht
w;164;32;85;keinSport;Uebergewicht
w;174;66;94;keinSport;Uebergewicht
w;155;65;92;keinSport;Uebergewicht
m;176;66;94;keinSport;Uebergewicht
w;161;57;98;keinSport;Uebergewicht
m;172;24;81;keinSport;Uebergewicht
w;174;27;108;Ausdauersport;Uebergewicht
w;172;46;113;Kraftsport;Uebergewicht
m;190;82;80;Kraftsport;Untergewicht
w;165;69;71;keinSport;Normalgewicht
m;184;45;59;Ausdauersport;Untergewicht
m;175;22;87;Kraftsport;Normalgewicht
w;168;60;70;keinSport;Normalgewicht
w;156;48;145;keinSport;Uebergewicht
m;179;52;64;keinSport;Untergewicht
m;167;33;86;Ausdauersport;Uebergewicht
w;195;29;146;keinSport;Uebergewicht
w;169;27;102;Ausdauersport;Uebergewicht
w;172;46;76;Kraftsport;Normalgewicht
m;194;45;119;Ausdauersport;Uebergewicht
w;163;19;52;Ausdauersport;Normalgewicht
m;180;20;91;Ausdauersport;Normalgewicht
w;162;28;58;keinSport;Normalgewicht
w;160;33;85;Kraftsport;Uebergewicht
w;166;37;72;keinSport;Uebergewicht
w;164;70;80;keinSport;Normalgewicht
m;187;47;97;keinSport;Normalgewicht
w;163;58;85;Ausdauersport;Uebergewicht
w;167;37;81;keinSport;Uebergewicht
m;169;28;99;Kraftsport;Uebergewicht
w;170;68;94;keinSport;Uebergewicht
m;177;60;85;Ausdauersport;Normalgewicht
m;171;31;110;Kraftsport;Uebergewicht
w;157;44;62;Kraftsport;Normalgewicht
m;183;58;167;Kraftsport;Uebergewicht
w;165;22;100;keinSport;Uebergewicht
w;158;37;50;keinSport;Untergewicht
m;176;49;66;keinSport;Untergewicht
m;189;44;73;Ausdauersport;Normalgewicht
w;167;20;61;keinSport;Normalgewicht
w;158;45;55;Kraftsport;Normalgewicht
m;175;49;108;keinSport;Uebergewicht
w;165;100;57;Ausdauersport;Normalgewicht
w;161;55;68;keinSport;Normalgewicht
m;161;89;90;keinSport;Uebergewicht
w;164;49;62;keinSport;Normalgewicht
w;169;49;102;keinSport;Uebergewicht
m;171;41;68;keinSport;Normalgewicht
